ChemicalName,Symptom,relationship
Decaborane,Agitation,hasSymptom
Decaborane,Dizziness,hasSymptom
Decaborane,fatigue/weakness,hasSymptom
Decaborane,Headaches,hasSymptom
Decaborane,Lack of coordination,hasSymptom
Decaborane,Lower Mentatl State,hasSymptom
Decaborane,Spasm/seizures,hasSymptom
Decaborane,unresponsive,hasSymptom
Decaborane,Hearing Loss,hasSymptom
Decaborane,Tinnitus,hasSymptom
Decaborane,Eye irritation/redness,hasSymptom
Decaborane,Eye Swelling,hasSymptom
Decaborane,Impaired Vision,hasSymptom
Decaborane,Light Sensitivity,hasSymptom
Decaborane,Tearing,hasSymptom
Decaborane,Vision Loss,hasSymptom
Decaborane,Bloddy Nose,hasSymptom
Decaborane,Nosal Irritation,hasSymptom
Decaborane,Runny nose,hasSymptom
Decaborane,Sneezing,hasSymptom
Decaborane,Coughing/chocking,hasSymptom
Decaborane,Arrythmia,hasSymptom
Decaborane,Bradycardia,hasSymptom
Decaborane,Hypertension,hasSymptom
Decaborane,Hypotension/Shock,hasSymptom
Decaborane,Hypoxia/Cyanosis,hasSymptom
Decaborane,Tachycardia,hasSymptom
Decaborane,Chest Discomfort,hasSymptom
Decaborane,Coughing/Chocking,hasSymptom
Decaborane,Hypoxia/cyanosis,hasSymptom
Decaborane,Irregular Breathing,hasSymptom
Decaborane,Pulmonary Edema,hasSymptom
Decaborane,Rapid Breathing,hasSymptom
Decaborane,Shortness of Breathing,hasSymptom
Decaborane,Wheezing,hasSymptom
Decaborane,Nausea,hasSymptom
Decaborane,itching,hasSymptom
Decaborane,Skin burns/burning,hasSymptom
Decaborane,Skin redness,hasSymptom
Decaborane,Skin sweling,hasSymptom
delta-Hexachlorocyclohexane,High Body Temp,hasSymptom
delta-Hexachlorocyclohexane,Agitation,hasSymptom
delta-Hexachlorocyclohexane,Dizziness,hasSymptom
delta-Hexachlorocyclohexane,fatigue/weakness,hasSymptom
delta-Hexachlorocyclohexane,Headaches,hasSymptom
delta-Hexachlorocyclohexane,Lack of coordination,hasSymptom
delta-Hexachlorocyclohexane,Lower Mentatl State,hasSymptom
delta-Hexachlorocyclohexane,Spasm/seizures,hasSymptom
delta-Hexachlorocyclohexane,unresponsive,hasSymptom
delta-Hexachlorocyclohexane,Hearing Loss,hasSymptom
delta-Hexachlorocyclohexane,Tinnitus,hasSymptom
delta-Hexachlorocyclohexane,Eye irritation/redness,hasSymptom
delta-Hexachlorocyclohexane,Nosal Irritation,hasSymptom
delta-Hexachlorocyclohexane,Drooling/Salivation,hasSymptom
delta-Hexachlorocyclohexane,Mouth irritation,hasSymptom
delta-Hexachlorocyclohexane,Throat irritation,hasSymptom
delta-Hexachlorocyclohexane,Arrythmia,hasSymptom
delta-Hexachlorocyclohexane,Bradycardia,hasSymptom
delta-Hexachlorocyclohexane,Hypotension/Shock,hasSymptom
delta-Hexachlorocyclohexane,Hypoxia/Cyanosis,hasSymptom
delta-Hexachlorocyclohexane,Tachycardia,hasSymptom
delta-Hexachlorocyclohexane,Chest Discomfort,hasSymptom
delta-Hexachlorocyclohexane,Congestion,hasSymptom
delta-Hexachlorocyclohexane,Hypoxia/cyanosis,hasSymptom
delta-Hexachlorocyclohexane,Irregular Breathing,hasSymptom
delta-Hexachlorocyclohexane,Pulmonary Edema,hasSymptom
delta-Hexachlorocyclohexane,Rapid Breathing,hasSymptom
delta-Hexachlorocyclohexane,Resp burning/irritation,hasSymptom
delta-Hexachlorocyclohexane,Respiratory Arrest,hasSymptom
delta-Hexachlorocyclohexane,Shortness of Breathing,hasSymptom
delta-Hexachlorocyclohexane,Slow Breathing,hasSymptom
delta-Hexachlorocyclohexane,Wheezing,hasSymptom
delta-Hexachlorocyclohexane,Abdom. Discomfort,hasSymptom
delta-Hexachlorocyclohexane,Diarrhea,hasSymptom
delta-Hexachlorocyclohexane,Nausea,hasSymptom
delta-Hexachlorocyclohexane,"Urination, bloody",hasSymptom
delta-Hexachlorocyclohexane,Vomiting,hasSymptom
delta-Hexachlorocyclohexane,Cyanosis/blue,hasSymptom
delta-Hexachlorocyclohexane,itching,hasSymptom
delta-Hexachlorocyclohexane,Rash,hasSymptom
delta-Hexachlorocyclohexane,Skin burns/burning,hasSymptom
delta-Hexachlorocyclohexane,Skin redness,hasSymptom
delta-Hexachlorocyclohexane,Skin sweling,hasSymptom
Diazinon,High Body Temp,hasSymptom
Diazinon,Low Body Temp,hasSymptom
Diazinon,Agitation,hasSymptom
Diazinon,drowsiness,hasSymptom
Diazinon,fatigue/weakness,hasSymptom
Diazinon,Headaches,hasSymptom
Diazinon,Lack of coordination,hasSymptom
Diazinon,Lower Mentatl State,hasSymptom
Diazinon,Numbness/tingling,hasSymptom
Diazinon,Paralysis,hasSymptom
Diazinon,Spasm/seizures,hasSymptom
Diazinon,unresponsive,hasSymptom
Diazinon,Hearing Loss,hasSymptom
Diazinon,Tinnitus,hasSymptom
Diazinon,Constricted Pupils,hasSymptom
Diazinon,Dilated Pupils,hasSymptom
Diazinon,Eye irritation/redness,hasSymptom
Diazinon,Impaired Vision,hasSymptom
Diazinon,Tearing,hasSymptom
Diazinon,Nosal Irritation,hasSymptom
Diazinon,Coughing/chocking,hasSymptom
Diazinon,Drooling/Salivation,hasSymptom
Diazinon,Mouth irritation,hasSymptom
Diazinon,Throat irritation,hasSymptom
Diazinon,Arrythmia,hasSymptom
Diazinon,Bradycardia,hasSymptom
Diazinon,Chest pain,hasSymptom
Diazinon,Hypertension,hasSymptom
Diazinon,Hypotension/Shock,hasSymptom
Diazinon,Hypoxia/Cyanosis,hasSymptom
Diazinon,Tachycardia,hasSymptom
Diazinon,Chest Discomfort,hasSymptom
Diazinon,Congestion,hasSymptom
Diazinon,Coughing/Chocking,hasSymptom
Diazinon,Hypoxia/cyanosis,hasSymptom
Diazinon,Irregular Breathing,hasSymptom
Diazinon,Pulmonary Edema,hasSymptom
Diazinon,Rapid Breathing,hasSymptom
Diazinon,Resp burning/irritation,hasSymptom
Diazinon,Respiratory Arrest,hasSymptom
Diazinon,Shortness of Breathing,hasSymptom
Diazinon,Slow Breathing,hasSymptom
Diazinon,Wheezing,hasSymptom
Diazinon,Abdom. Discomfort,hasSymptom
Diazinon,Diarrhea,hasSymptom
Diazinon,Nausea,hasSymptom
Diazinon,Urinary incontinence,hasSymptom
Diazinon,Vomiting,hasSymptom
Diazinon,Numbness/tingling,hasSymptom
Diazinon,Pale,hasSymptom
Diazinon,Sweating,hasSymptom
Diborane,Chilles,hasSymptom
Diborane,High Body Temp,hasSymptom
Diborane,Dizziness,hasSymptom
Diborane,fatigue/weakness,hasSymptom
Diborane,Headaches,hasSymptom
Diborane,Lack of coordination,hasSymptom
Diborane,Lower Mentatl State,hasSymptom
Diborane,Spasm/seizures,hasSymptom
Diborane,unresponsive,hasSymptom
Diborane,Hearing Loss,hasSymptom
Diborane,Tinnitus,hasSymptom
Diborane,Eye irritation/redness,hasSymptom
Diborane,Eye Swelling,hasSymptom
Diborane,Impaired Vision,hasSymptom
Diborane,Light Sensitivity,hasSymptom
Diborane,Tearing,hasSymptom
Diborane,Vision Loss,hasSymptom
Diborane,Nosal Irritation,hasSymptom
Diborane,Coughing/chocking,hasSymptom
Diborane,Drooling/Salivation,hasSymptom
Diborane,Mouth irritation,hasSymptom
Diborane,Throat irritation,hasSymptom
Diborane,Arrythmia,hasSymptom
Diborane,Bradycardia,hasSymptom
Diborane,Hypertension,hasSymptom
Diborane,Hypoxia/Cyanosis,hasSymptom
Diborane,Chest Discomfort,hasSymptom
Diborane,Coughing/Chocking,hasSymptom
Diborane,Hypoxia/cyanosis,hasSymptom
Diborane,Irregular Breathing,hasSymptom
Diborane,Pulmonary Edema,hasSymptom
Diborane,Rapid Breathing,hasSymptom
Diborane,Resp burning/irritation,hasSymptom
Diborane,Shortness of Breathing,hasSymptom
Diborane,Wheezing,hasSymptom
Diborane,Nausea,hasSymptom
Diborane,Blistering,hasSymptom
Diborane,itching,hasSymptom
Diborane,Skin burns/burning,hasSymptom
Diborane,Skin redness,hasSymptom
Diborane,Skin sweling,hasSymptom
Dibromomethane,Chilles,hasSymptom
Dibromomethane,High Body Temp,hasSymptom
Dibromomethane,Low Body Temp,hasSymptom
Dibromomethane,Shivering,hasSymptom
Dibromomethane,Agitation,hasSymptom
Dibromomethane,Dizziness,hasSymptom
Dibromomethane,drowsiness,hasSymptom
Dibromomethane,fatigue/weakness,hasSymptom
Dibromomethane,Headaches,hasSymptom
Dibromomethane,Lower Mentatl State,hasSymptom
Dibromomethane,Numbness/tingling,hasSymptom
Dibromomethane,Spasm/seizures,hasSymptom
Dibromomethane,unresponsive,hasSymptom
Dibromomethane,Hearing Loss,hasSymptom
Dibromomethane,Tinnitus,hasSymptom
Dibromomethane,Constricted Pupils,hasSymptom
Dibromomethane,Dilated Pupils,hasSymptom
Dibromomethane,Eye irritation/redness,hasSymptom
Dibromomethane,Impaired Vision,hasSymptom
Dibromomethane,Nosal Irritation,hasSymptom
Dibromomethane,Coughing/chocking,hasSymptom
Dibromomethane,Dry mouth/throat,hasSymptom
Dibromomethane,Mouth irritation,hasSymptom
Dibromomethane,Throat irritation,hasSymptom
Dibromomethane,Arrythmia,hasSymptom
Dibromomethane,Chest pain,hasSymptom
Dibromomethane,Hypertension,hasSymptom
Dibromomethane,Hypotension/Shock,hasSymptom
Dibromomethane,Hypoxia/Cyanosis,hasSymptom
Dibromomethane,Tachycardia,hasSymptom
Dibromomethane,Chest Discomfort,hasSymptom
Dibromomethane,Congestion,hasSymptom
Dibromomethane,Coughing/Chocking,hasSymptom
Dibromomethane,Hypoxia/cyanosis,hasSymptom
Dibromomethane,Irregular Breathing,hasSymptom
Dibromomethane,Pulmonary Edema,hasSymptom
Dibromomethane,Rapid Breathing,hasSymptom
Dibromomethane,Resp burning/irritation,hasSymptom
Dibromomethane,Respiratory Arrest,hasSymptom
Dibromomethane,Shortness of Breathing,hasSymptom
Dibromomethane,Slow Breathing,hasSymptom
Dibromomethane,Wheezing,hasSymptom
Dibromomethane,Abdom. Discomfort,hasSymptom
Dibromomethane,Diarrhea,hasSymptom
Dibromomethane,Nausea,hasSymptom
Dibromomethane,"Urination, bloody",hasSymptom
Dibromomethane,Vomiting,hasSymptom
Dibromomethane,itching,hasSymptom
Dibromomethane,Numbness/tingling,hasSymptom
Dibromomethane,Rash,hasSymptom
Dibromomethane,Skin burns/burning,hasSymptom
Dibromomethane,Skin redness,hasSymptom
Dibromomethane,Skin sweling,hasSymptom
Dibromomethane,Sweating,hasSymptom
Dibutyl Phthalate,Chilles,hasSymptom
Dibutyl Phthalate,High Body Temp,hasSymptom
Dibutyl Phthalate,Low Body Temp,hasSymptom
Dibutyl Phthalate,Shivering,hasSymptom
Dibutyl Phthalate,Dizziness,hasSymptom
Dibutyl Phthalate,Paralysis,hasSymptom
Dibutyl Phthalate,Hearing Loss,hasSymptom
Dibutyl Phthalate,Tinnitus,hasSymptom
Dibutyl Phthalate,Constricted Pupils,hasSymptom
Dibutyl Phthalate,Dilated Pupils,hasSymptom
Dibutyl Phthalate,Eye irritation/redness,hasSymptom
Dibutyl Phthalate,Eye Swelling,hasSymptom
Dibutyl Phthalate,Impaired Vision,hasSymptom
Dibutyl Phthalate,Light Sensitivity,hasSymptom
Dibutyl Phthalate,Tearing,hasSymptom
Dibutyl Phthalate,Bloddy Nose,hasSymptom
Dibutyl Phthalate,Nosal Irritation,hasSymptom
Dibutyl Phthalate,Runny nose,hasSymptom
Dibutyl Phthalate,Sneezing,hasSymptom
Dibutyl Phthalate,Coughing/chocking,hasSymptom
Dibutyl Phthalate,Drooling/Salivation,hasSymptom
Dibutyl Phthalate,Dry mouth/throat,hasSymptom
Dibutyl Phthalate,Mouth irritation,hasSymptom
Dibutyl Phthalate,Throat irritation,hasSymptom
Dibutyl Phthalate,Arrythmia,hasSymptom
Dibutyl Phthalate,Bradycardia,hasSymptom
Dibutyl Phthalate,Chest pain,hasSymptom
Dibutyl Phthalate,Hypertension,hasSymptom
Dibutyl Phthalate,Hypotension/Shock,hasSymptom
Dibutyl Phthalate,Hypoxia/Cyanosis,hasSymptom
Dibutyl Phthalate,Tachycardia,hasSymptom
Dibutyl Phthalate,Irregular Breathing,hasSymptom
Dibutyl Phthalate,Rapid Breathing,hasSymptom
Dibutyl Phthalate,Respiratory Arrest,hasSymptom
Dibutyl Phthalate,Shortness of Breathing,hasSymptom
Dibutyl Phthalate,Slow Breathing,hasSymptom
Dibutyl Phthalate,Wheezing,hasSymptom
Dibutyl Phthalate,Nausea,hasSymptom
Dibutyl Phthalate,itching,hasSymptom
Dibutyl Phthalate,Rash,hasSymptom
Dibutyl Phthalate,Skin burns/burning,hasSymptom
Dibutyl Phthalate,Skin redness,hasSymptom
Dibutyl Phthalate,Skin sweling,hasSymptom
Dichlorodifluoromethane,Chilles,hasSymptom
Dichlorodifluoromethane,High Body Temp,hasSymptom
Dichlorodifluoromethane,Low Body Temp,hasSymptom
Dichlorodifluoromethane,Shivering,hasSymptom
Dichlorodifluoromethane,Agitation,hasSymptom
Dichlorodifluoromethane,Dizziness,hasSymptom
Dichlorodifluoromethane,drowsiness,hasSymptom
Dichlorodifluoromethane,fatigue/weakness,hasSymptom
Dichlorodifluoromethane,Headaches,hasSymptom
Dichlorodifluoromethane,Lack of coordination,hasSymptom
Dichlorodifluoromethane,Lower Mentatl State,hasSymptom
Dichlorodifluoromethane,unresponsive,hasSymptom
Dichlorodifluoromethane,Tinnitus,hasSymptom
Dichlorodifluoromethane,Eye irritation/redness,hasSymptom
Dichlorodifluoromethane,Nosal Irritation,hasSymptom
Dichlorodifluoromethane,Coughing/chocking,hasSymptom
Dichlorodifluoromethane,Mouth irritation,hasSymptom
Dichlorodifluoromethane,Throat irritation,hasSymptom
Dichlorodifluoromethane,Arrythmia,hasSymptom
Dichlorodifluoromethane,Bradycardia,hasSymptom
Dichlorodifluoromethane,Hypoxia/Cyanosis,hasSymptom
Dichlorodifluoromethane,Tachycardia,hasSymptom
Dichlorodifluoromethane,Chest Discomfort,hasSymptom
Dichlorodifluoromethane,Coughing/Chocking,hasSymptom
Dichlorodifluoromethane,Hypoxia/cyanosis,hasSymptom
Dichlorodifluoromethane,Irregular Breathing,hasSymptom
Dichlorodifluoromethane,Pulmonary Edema,hasSymptom
Dichlorodifluoromethane,Rapid Breathing,hasSymptom
Dichlorodifluoromethane,Resp burning/irritation,hasSymptom
Dichlorodifluoromethane,Shortness of Breathing,hasSymptom
Dichlorodifluoromethane,Slow Breathing,hasSymptom
Dichlorodifluoromethane,Wheezing,hasSymptom
Dichlorodifluoromethane,Nausea,hasSymptom
Dichlorodifluoromethane,Vomiting,hasSymptom
Dichlorodifluoromethane,Frostbite,hasSymptom
Dichlorodifluoromethane,itching,hasSymptom
Dichlorodifluoromethane,Rash,hasSymptom
Dichlorodifluoromethane,Skin burns/burning,hasSymptom
Dichlorodifluoromethane,Skin redness,hasSymptom
Dichlorodifluoromethane,Skin sweling,hasSymptom
Dichloromethane,Chilles,hasSymptom
Dichloromethane,High Body Temp,hasSymptom
Dichloromethane,Low Body Temp,hasSymptom
Dichloromethane,Shivering,hasSymptom
Dichloromethane,Agitation,hasSymptom
Dichloromethane,Dizziness,hasSymptom
Dichloromethane,drowsiness,hasSymptom
Dichloromethane,Headaches,hasSymptom
Dichloromethane,Lower Mentatl State,hasSymptom
Dichloromethane,Numbness/tingling,hasSymptom
Dichloromethane,Spasm/seizures,hasSymptom
Dichloromethane,unresponsive,hasSymptom
Dichloromethane,Hearing Loss,hasSymptom
Dichloromethane,Tinnitus,hasSymptom
Dichloromethane,Eye irritation/redness,hasSymptom
Dichloromethane,Nosal Irritation,hasSymptom
Dichloromethane,Coughing/chocking,hasSymptom
Dichloromethane,Mouth irritation,hasSymptom
Dichloromethane,Throat irritation,hasSymptom
Dichloromethane,Arrythmia,hasSymptom
Dichloromethane,Chest pain,hasSymptom
Dichloromethane,Hypertension,hasSymptom
Dichloromethane,Hypotension/Shock,hasSymptom
Dichloromethane,Hypoxia/Cyanosis,hasSymptom
Dichloromethane,Tachycardia,hasSymptom
Dichloromethane,Coughing/Chocking,hasSymptom
Dichloromethane,Hypoxia/cyanosis,hasSymptom
Dichloromethane,Irregular Breathing,hasSymptom
Dichloromethane,Pulmonary Edema,hasSymptom
Dichloromethane,Resp burning/irritation,hasSymptom
Dichloromethane,Respiratory Arrest,hasSymptom
Dichloromethane,Shortness of Breathing,hasSymptom
Dichloromethane,Slow Breathing,hasSymptom
Dichloromethane,Abdom. Discomfort,hasSymptom
Dichloromethane,Nausea,hasSymptom
Dichloromethane,"Urination, bloody",hasSymptom
Dichloromethane,Vomiting,hasSymptom
Dichloromethane,itching,hasSymptom
Dichloromethane,Numbness/tingling,hasSymptom
Dichloromethane,Rash,hasSymptom
Dichloromethane,Skin burns/burning,hasSymptom
Dichloromethane,Skin redness,hasSymptom
Dichloromethane,Skin sweling,hasSymptom
Dichlorvos,High Body Temp,hasSymptom
Dichlorvos,Agitation,hasSymptom
Dichlorvos,Dizziness,hasSymptom
Dichlorvos,fatigue/weakness,hasSymptom
Dichlorvos,Headaches,hasSymptom
Dichlorvos,Lower Mentatl State,hasSymptom
Dichlorvos,Numbness/tingling,hasSymptom
Dichlorvos,Paralysis,hasSymptom
Dichlorvos,Slurred Speech,hasSymptom
Dichlorvos,Spasm/seizures,hasSymptom
Dichlorvos,unresponsive,hasSymptom
Dichlorvos,Hearing Loss,hasSymptom
Dichlorvos,Tinnitus,hasSymptom
Dichlorvos,Constricted Pupils,hasSymptom
Dichlorvos,Dilated Pupils,hasSymptom
Dichlorvos,Eye irritation/redness,hasSymptom
Dichlorvos,Impaired Vision,hasSymptom
Dichlorvos,Tearing,hasSymptom
Dichlorvos,Nosal Irritation,hasSymptom
Dichlorvos,Coughing/chocking,hasSymptom
Dichlorvos,Drooling/Salivation,hasSymptom
Dichlorvos,Mouth irritation,hasSymptom
Dichlorvos,Throat irritation,hasSymptom
Dichlorvos,Arrythmia,hasSymptom
Dichlorvos,Bradycardia,hasSymptom
Dichlorvos,Chest pain,hasSymptom
Dichlorvos,Hypertension,hasSymptom
Dichlorvos,Hypotension/Shock,hasSymptom
Dichlorvos,Hypoxia/Cyanosis,hasSymptom
Dichlorvos,Tachycardia,hasSymptom
Dichlorvos,Chest Discomfort,hasSymptom
Dichlorvos,Congestion,hasSymptom
Dichlorvos,Coughing/Chocking,hasSymptom
Dichlorvos,Hypoxia/cyanosis,hasSymptom
Dichlorvos,Irregular Breathing,hasSymptom
Dichlorvos,Pulmonary Edema,hasSymptom
Dichlorvos,Rapid Breathing,hasSymptom
Dichlorvos,Resp burning/irritation,hasSymptom
Dichlorvos,Respiratory Arrest,hasSymptom
Dichlorvos,Shortness of Breathing,hasSymptom
Dichlorvos,Wheezing,hasSymptom
Dichlorvos,Abdom. Discomfort,hasSymptom
Dichlorvos,Diarrhea,hasSymptom
Dichlorvos,Nausea,hasSymptom
Dichlorvos,Vomiting,hasSymptom
Dichlorvos,Cyanosis/blue,hasSymptom
Dichlorvos,itching,hasSymptom
Dichlorvos,Numbness/tingling,hasSymptom
Dichlorvos,Rash,hasSymptom
Dichlorvos,Skin burns/burning,hasSymptom
Dichlorvos,Skin redness,hasSymptom
Dichlorvos,Skin sweling,hasSymptom
Dichlorvos,Sweating,hasSymptom
Dicobalt octacarbonyl,Chilles,hasSymptom
Dicobalt octacarbonyl,High Body Temp,hasSymptom
Dicobalt octacarbonyl,Low Body Temp,hasSymptom
Dicobalt octacarbonyl,Shivering,hasSymptom
Dicobalt octacarbonyl,Agitation,hasSymptom
Dicobalt octacarbonyl,Dizziness,hasSymptom
Dicobalt octacarbonyl,drowsiness,hasSymptom
Dicobalt octacarbonyl,fatigue/weakness,hasSymptom
Dicobalt octacarbonyl,Headaches,hasSymptom
Dicobalt octacarbonyl,Lack of coordination,hasSymptom
Dicobalt octacarbonyl,Lower Mentatl State,hasSymptom
Dicobalt octacarbonyl,Numbness/tingling,hasSymptom
Dicobalt octacarbonyl,Paralysis,hasSymptom
Dicobalt octacarbonyl,Slurred Speech,hasSymptom
Dicobalt octacarbonyl,Spasm/seizures,hasSymptom
Dicobalt octacarbonyl,unresponsive,hasSymptom
Dicobalt octacarbonyl,Hearing Loss,hasSymptom
Dicobalt octacarbonyl,Tinnitus,hasSymptom
Dicobalt octacarbonyl,Eye irritation/redness,hasSymptom
Dicobalt octacarbonyl,Nosal Irritation,hasSymptom
Dicobalt octacarbonyl,Mouth irritation,hasSymptom
Dicobalt octacarbonyl,Throat irritation,hasSymptom
Dicobalt octacarbonyl,Chest pain,hasSymptom
Dicobalt octacarbonyl,Hypoxia/Cyanosis,hasSymptom
Dicobalt octacarbonyl,Chest Discomfort,hasSymptom
Dicobalt octacarbonyl,Hypoxia/cyanosis,hasSymptom
Dicobalt octacarbonyl,Irregular Breathing,hasSymptom
Dicobalt octacarbonyl,Pulmonary Edema,hasSymptom
Dicobalt octacarbonyl,Resp burning/irritation,hasSymptom
Dicobalt octacarbonyl,Shortness of Breathing,hasSymptom
Dicobalt octacarbonyl,Abdom. Discomfort,hasSymptom
Dicobalt octacarbonyl,itching,hasSymptom
Dicobalt octacarbonyl,Rash,hasSymptom
Dicobalt octacarbonyl,Skin burns/burning,hasSymptom
Dicobalt octacarbonyl,Skin redness,hasSymptom
Dicobalt octacarbonyl,Skin sweling,hasSymptom
Dicrotophos,Low Body Temp,hasSymptom
Dicrotophos,Agitation,hasSymptom
Dicrotophos,Dizziness,hasSymptom
Dicrotophos,fatigue/weakness,hasSymptom
Dicrotophos,Headaches,hasSymptom
Dicrotophos,Lower Mentatl State,hasSymptom
Dicrotophos,Paralysis,hasSymptom
Dicrotophos,Spasm/seizures,hasSymptom
Dicrotophos,unresponsive,hasSymptom
Dicrotophos,Hearing Loss,hasSymptom
Dicrotophos,Tinnitus,hasSymptom
Dicrotophos,Constricted Pupils,hasSymptom
Dicrotophos,Dilated Pupils,hasSymptom
Dicrotophos,Eye irritation/redness,hasSymptom
Dicrotophos,Impaired Vision,hasSymptom
Dicrotophos,Tearing,hasSymptom
Dicrotophos,Nosal Irritation,hasSymptom
Dicrotophos,Runny nose,hasSymptom
Dicrotophos,Coughing/chocking,hasSymptom
Dicrotophos,Drooling/Salivation,hasSymptom
Dicrotophos,Mouth irritation,hasSymptom
Dicrotophos,Throat irritation,hasSymptom
Dicrotophos,Arrythmia,hasSymptom
Dicrotophos,Bradycardia,hasSymptom
Dicrotophos,Chest pain,hasSymptom
Dicrotophos,Hypertension,hasSymptom
Dicrotophos,Hypotension/Shock,hasSymptom
Dicrotophos,Hypoxia/Cyanosis,hasSymptom
Dicrotophos,Tachycardia,hasSymptom
Dicrotophos,Chest Discomfort,hasSymptom
Dicrotophos,Congestion,hasSymptom
Dicrotophos,Coughing/Chocking,hasSymptom
Dicrotophos,Hypoxia/cyanosis,hasSymptom
Dicrotophos,Irregular Breathing,hasSymptom
Dicrotophos,Pulmonary Edema,hasSymptom
Dicrotophos,Resp burning/irritation,hasSymptom
Dicrotophos,Respiratory Arrest,hasSymptom
Dicrotophos,Shortness of Breathing,hasSymptom
Dicrotophos,Wheezing,hasSymptom
Dicrotophos,Abdom. Discomfort,hasSymptom
Dicrotophos,Diarrhea,hasSymptom
Dicrotophos,Urinary incontinence,hasSymptom
Dicrotophos,Vomiting,hasSymptom
Dicrotophos,Sweating,hasSymptom
Dicyclopentadiene,High Body Temp,hasSymptom
Dicyclopentadiene,Agitation,hasSymptom
Dicyclopentadiene,Lower Mentatl State,hasSymptom
Dicyclopentadiene,unresponsive,hasSymptom
Dicyclopentadiene,Hearing Loss,hasSymptom
Dicyclopentadiene,Tinnitus,hasSymptom
Dicyclopentadiene,Dilated Pupils,hasSymptom
Dicyclopentadiene,Eye irritation/redness,hasSymptom
Dicyclopentadiene,Eye Swelling,hasSymptom
Dicyclopentadiene,Impaired Vision,hasSymptom
Dicyclopentadiene,Light Sensitivity,hasSymptom
Dicyclopentadiene,Tearing,hasSymptom
Dicyclopentadiene,Vision Loss,hasSymptom
Dicyclopentadiene,Bloddy Nose,hasSymptom
Dicyclopentadiene,Nosal Irritation,hasSymptom
Dicyclopentadiene,Runny nose,hasSymptom
Dicyclopentadiene,Sneezing,hasSymptom
Dicyclopentadiene,Coughing/chocking,hasSymptom
Dicyclopentadiene,Arrythmia,hasSymptom
Dicyclopentadiene,Bradycardia,hasSymptom
Dicyclopentadiene,Hypoxia/Cyanosis,hasSymptom
Dicyclopentadiene,Tachycardia,hasSymptom
Dicyclopentadiene,Chest Discomfort,hasSymptom
Dicyclopentadiene,Congestion,hasSymptom
Dicyclopentadiene,Coughing/Chocking,hasSymptom
Dicyclopentadiene,Coughing Blood,hasSymptom
Dicyclopentadiene,Hypoxia/cyanosis,hasSymptom
Dicyclopentadiene,Irregular Breathing,hasSymptom
Dicyclopentadiene,Pulmonary Edema,hasSymptom
Dicyclopentadiene,Rapid Breathing,hasSymptom
Dicyclopentadiene,Resp burning/irritation,hasSymptom
Dicyclopentadiene,Respiratory Arrest,hasSymptom
Dicyclopentadiene,Shortness of Breathing,hasSymptom
Dicyclopentadiene,Slow Breathing,hasSymptom
Dicyclopentadiene,Wheezing,hasSymptom
Dicyclopentadiene,Abdom. Discomfort,hasSymptom
Dicyclopentadiene,Diarrhea,hasSymptom
Dicyclopentadiene,Nausea,hasSymptom
Dicyclopentadiene,"Urination, bloody",hasSymptom
Dicyclopentadiene,Vomiting,hasSymptom
Dicyclopentadiene,Cyanosis/blue,hasSymptom
Dicyclopentadiene,Frostbite,hasSymptom
Dicyclopentadiene,itching,hasSymptom
Dicyclopentadiene,Rash,hasSymptom
Dicyclopentadiene,Skin burns/burning,hasSymptom
Dicyclopentadiene,Skin redness,hasSymptom
Dicyclopentadiene,Skin sweling,hasSymptom
Dieldrin,Chilles,hasSymptom
Dieldrin,High Body Temp,hasSymptom
Dieldrin,Low Body Temp,hasSymptom
Dieldrin,Shivering,hasSymptom
Dieldrin,Agitation,hasSymptom
Dieldrin,Dizziness,hasSymptom
Dieldrin,Headaches,hasSymptom
Dieldrin,Lack of coordination,hasSymptom
Dieldrin,Lower Mentatl State,hasSymptom
Dieldrin,Numbness/tingling,hasSymptom
Dieldrin,Spasm/seizures,hasSymptom
Dieldrin,unresponsive,hasSymptom
Dieldrin,Hearing Loss,hasSymptom
Dieldrin,Tinnitus,hasSymptom
Dieldrin,Constricted Pupils,hasSymptom
Dieldrin,Dilated Pupils,hasSymptom
Dieldrin,Eye irritation/redness,hasSymptom
Dieldrin,Eye Swelling,hasSymptom
Dieldrin,Impaired Vision,hasSymptom
Dieldrin,Light Sensitivity,hasSymptom
Dieldrin,Tearing,hasSymptom
Dieldrin,Vision Loss,hasSymptom
Dieldrin,Bloddy Nose,hasSymptom
Dieldrin,Nosal Irritation,hasSymptom
Dieldrin,Runny nose,hasSymptom
Dieldrin,Sneezing,hasSymptom
Dieldrin,Coughing/chocking,hasSymptom
Dieldrin,Drooling/Salivation,hasSymptom
Dieldrin,Dry mouth/throat,hasSymptom
Dieldrin,Mouth irritation,hasSymptom
Dieldrin,Throat irritation,hasSymptom
Dieldrin,Arrythmia,hasSymptom
Dieldrin,Bradycardia,hasSymptom
Dieldrin,Chest pain,hasSymptom
Dieldrin,Hypotension/Shock,hasSymptom
Dieldrin,Hypoxia/Cyanosis,hasSymptom
Dieldrin,Tachycardia,hasSymptom
Dieldrin,Chest Discomfort,hasSymptom
Dieldrin,Congestion,hasSymptom
Dieldrin,Hypoxia/cyanosis,hasSymptom
Dieldrin,Irregular Breathing,hasSymptom
Dieldrin,Pulmonary Edema,hasSymptom
Dieldrin,Rapid Breathing,hasSymptom
Dieldrin,Resp burning/irritation,hasSymptom
